Generic Name,Shortage Status,Revision Date,Created Date,NDC Codes
Penicillin G Procaine Injection,Discontinued Drugs,"Jun 13, 2023","May 04, 2016",60793-0130-10;60793-0131-10
Penicillin G Sodium Injection,Resolved Shortages,"Dec 06, 2022","Jul 14, 2022",00781-6153-95
Penicillin V Potassium Oral Presentations,Current Shortages,"Aug 04, 2025","May 17, 2023",00093-1172-01;00093-1172-10;00093-1174-01;00093-1174-10;00093-4125-73;00093-4125-74;00093-4127-73;00093-4127-74;00143-9836-01;00143-9836-10;00143-9837-01;00143-9837-10;57237-0040-01;57237-0040-99;57237-0041-01;57237-0041-05;57237-0041-99
"Pentacel- Diphtheria, Tetanus Toxoid, and Acellular Pertussis and Inactivated Poliovirus and Haemophilus B Conjugate Vaccine (DTaP-IPV/Hib)",Resolved Shortages,"Dec 19, 2016","Jan 14, 2016",49281-0510-05
Pentamidine Isethionate,Resolved Shortages,"Feb 25, 2019","Jan 08, 2019",63323-0113-10;63323-0877-15
Pentamidine Isethionate,Resolved Shortages,"Dec 10, 2020","Aug 06, 2019",13925-0515-10;13925-0522-01;63323-0113-10;63323-0877-15
Pentostatin Injection,Resolved Shortages,"Jan 17, 2019","Sep 25, 2018",00409-0801-01
Pentostatin Injection,Resolved Shortages,"Aug 11, 2022","Jun 24, 2022",00409-0801-01
Pentostatin Injection,Resolved Shortages,"Feb 01, 2023","Dec 07, 2022",00409-0801-01
Peritoneal Dialysis Solution,Resolved Shortages,"Jul 29, 2025","Oct 12, 2024",00941-0409-01;00941-0409-06;00941-0409-07;00941-0411-04;00941-0411-05;00941-0411-06;00941-0411-07;00941-0411-11;00941-0413-01;00941-0413-04;00941-0413-05;00941-0413-06;00941-0415-01;00941-0415-04;00941-0415-05;00941-0415-06;00941-0415-07;00941-0424-51;00941-0424-52;00941-0424-53;00941-0424-55;00941-0426-52;00941-0426-55;00941-0427-52;00941-0427-53;00941-0427-55;00941-0430-51;00941-0430-52;00941-0430-53;00941-0430-55;00941-0433-51;00941-0433-52;00941-0433-53;00941-0433-55;00941-0457-01;00941-0457-02;00941-0457-05;00941-0457-08;00941-0459-01;00941-0459-02;00941-0459-05;00941-0459-08;00941-0679-05;00941-0679-06;00941-0679-52;00941-0679-53;46163-0206-92;46163-0206-94;46163-0206-95;46163-0209-92;46163-0209-94;46163-0209-95;46163-0212-92;46163-0212-94;46163-0212-95;49230-0188-50;49230-0188-52;49230-0188-62;49230-0191-50;49230-0191-52;49230-0191-62;49230-0206-32;49230-0206-50;49230-0206-52;49230-0206-62;49230-0209-32;49230-0209-50;49230-0209-52;49230-0209-62;49230-0212-32;49230-0212-50;49230-0212-52;49230-0212-62
Phenazopyridine Hydrochloride,Resolved Shortages,"Aug 06, 2016","Jul 01, 2015",10135-0199-10;10135-0199-30;10135-0199-78;10135-0620-01;10135-0621-01;42291-0670-90;42291-0671-90;60846-0501-01;60846-0502-01;60846-0517-01;60846-0520-01
Phenelzine Sulfate Tablets,Resolved Shortages,"Jul 21, 2021","Jan 26, 2021",00071-0350-60;43386-0360-21;59762-0119-01
Phenobarbital Injection,Resolved Shortages,"Feb 15, 2017","Nov 29, 2016",00641-0476-25;00641-0477-25
Phenobarbital Injection,Resolved Shortages,"Nov 15, 2022","Apr 06, 2022",00641-0476-25;00641-0477-25;54288-0136-10;54288-0137-10
Phentolamine Mesylate for Injection,Resolved Shortages,"May 26, 2016","Oct 08, 2015",00143-9564-10;00781-3028-95;55390-0113-01
Phentolamine Mesylate for Injection,Resolved Shortages,"May 27, 2025","Jan 31, 2025",00143-9564-01;00143-9564-10
Phenylephrine Ophthalmic Solution,Current Shortages,"Jul 09, 2025","Apr 26, 2023",00065-0343-02;00065-0349-04;00065-0349-05;70756-0612-30;70756-0629-25;82260-0102-10;82260-0103-05
Phenytoin Oral Suspension,Current Shortages,"Jul 27, 2025","May 21, 2025",51672-4069-02;58151-0115-35;59762-0531-01;59762-0531-02
Phenytoin Sodium Injection,Resolved Shortages,"Sep 27, 2016","Dec 02, 2015",00409-1317-02;00641-0493-25;00641-2555-45
Phenytoin Sodium Injection,Resolved Shortages,"Sep 03, 2019","Mar 19, 2018",00641-0493-25;00641-2555-45
Phenytoin Sodium Injection,Resolved Shortages,"Jul 15, 2021","Sep 14, 2020",00641-0493-25;00641-2555-45
Phenytoin Sodium Injection,Current Shortages,"Aug 12, 2025","Dec 20, 2022",00641-0493-25;00641-2555-10;42192-0614-10;42192-0614-30
Physostigmine Salicylate Injection,Resolved Shortages,"Nov 08, 2019","Feb 15, 2019",17478-0510-02
Physostigmine Salicylate Injection,Current Shortages,"May 11, 2025","Mar 15, 2021",81284-0831-05
Pimecrolimus 1% Topical Cream,Current Shortages,"Jul 27, 2025","Feb 28, 2025",00187-5100-01;00187-5101-02;00187-5102-03;00591-2944-30;00591-2944-60;00591-2944-87;68462-0609-35;68462-0609-65;68462-0609-94;68682-0110-01;68682-0111-02;68682-0112-03
Piperacillin and Tazobactam Injection,Resolved Shortages,"Sep 22, 2020","Aug 31, 2015",00206-8860-02;00206-8861-02;00206-8862-02;00409-2999-14;00409-3374-02;00409-3378-13;00409-3379-04;00409-3383-02;00409-3385-13;00409-3390-04;00781-3110-95;00781-3113-95;00781-3114-95;25021-0164-30;25021-0165-30;25021-0166-48;44567-0801-10;44567-0802-10;44567-0803-10;44567-0804-01;55150-0119-30;55150-0120-30;55150-0121-50;60505-0773-00;60505-6156-04;60505-6157-04;60505-6159-04;61990-0110-02;61990-0120-02;61990-0130-02;61990-0140-01;61990-0150-01;63323-0300-30;63323-0304-74;63323-0309-20;63323-0320-50;63323-0981-21;63323-0982-52;63323-0983-21;64679-0012-01;64679-0034-01;64679-0056-01;64679-0679-01;67457-0522-37;70860-0120-20;70860-0121-30;70860-0122-50;70860-0123-99
Piroxicam Capsules,Resolved Shortages,"May 17, 2016","Feb 03, 2016",00069-3220-66;00069-3230-66;00093-0756-01;00093-0757-01;00093-0757-05;29033-0012-01;29033-0013-01;29033-0013-05;59762-0140-01;59762-0145-01
Podofilox topical gel,Resolved Shortages,"Apr 17, 2024","Jul 03, 2023",00023-6118-03
Poliovirus Vaccine Inactivated,Resolved Shortages,"Jan 09, 2017","Feb 10, 2016",49281-0860-10
Polyethylene Glycol 3350 With Electrolytes,Resolved Shortages,"Dec 21, 2022","Oct 23, 2020",00093-3560-26;10572-0100-01;10572-0101-01;10572-0302-01;43386-0050-19;43386-0060-19;43386-0090-19;51525-6831-04;52268-0100-01;52268-0302-01;64380-0769-21;65649-0201-75;68682-0201-75
Polymyxin B and Trimethoprim Sulfates Ophthalmic Solution,Resolved Shortages,"Nov 09, 2024","Mar 31, 2023",17478-0703-11;24208-0315-10;60758-0908-10;61314-0628-10
Polyvinyl Alcohol (Artificial Tears) Ophthalmic Solution,Resolved Shortages,"May 06, 2024","Aug 09, 2018",00536-1084-94;00536-1408-94;00904-6492-35;17478-0060-12;54799-0904-15;54799-0904-30
Posaconazole Injection,Resolved Shortages,"Apr 01, 2021","Dec 28, 2020",00085-4331-01
Posaconazole Injection,Resolved Shortages,"Apr 25, 2022","Jan 04, 2022",00085-4331-01
Posaconazole Oral Suspension,Resolved Shortages,"May 26, 2016","Jun 11, 2015",00085-1328-01
Posaconazole Oral Suspension,Discontinued Drugs,"Jan 08, 2024","Jan 08, 2024",00085-1328-01
Potassium Acetate Injection,Resolved Shortages,"Feb 27, 2017","Dec 30, 2015",00409-3924-51;00409-8183-01;00517-2053-25;00517-5024-25;51754-2001-04
Potassium Acetate Injection,Resolved Shortages,"Oct 09, 2020","Sep 06, 2017",00409-3924-51;00409-8183-01;51754-2001-04
Potassium Acetate Injection,Resolved Shortages,"Nov 18, 2024","Sep 01, 2021",00409-3924-51;00409-8183-01;51754-2001-04;51754-2004-04
Potassium Chloride in Large Volume for Injection,Resolved Shortages,"Jul 29, 2025","Oct 09, 2024",00264-7625-00;00264-7634-00;00264-7635-00;00264-7636-00;00264-7638-00;00264-7645-00;00264-7652-00;00338-0663-04;00338-0669-04;00338-0671-04;00338-0673-04;00338-0675-04;00338-0683-04;00338-0691-04;00338-0695-04;00338-0704-34;00338-0803-04;00338-0807-04;00338-0811-04;00990-7107-09;00990-7109-09;00990-7111-09;00990-7115-09;00990-7116-09;00990-7901-09;00990-7902-03;00990-7902-09;00990-7903-09;00990-7904-09;00990-7905-09;00990-7993-09;00990-9257-39;63323-0667-10;63323-0669-10;63323-0683-10;65219-0118-10;65219-0119-10;65219-0142-10;65219-0144-10;65219-0146-10;65219-0148-10;65219-0150-75;65219-0151-75;65219-0153-10;65219-0667-10;65219-0669-10;65219-0686-10;65219-0688-10
Potassium Chloride Injection,Resolved Shortages,"May 30, 2019","May 21, 2015",00264-1940-20;00338-0663-03;00338-0663-04;00338-0669-04;00338-0671-03;00338-0671-04;00338-0673-04;00338-0675-04;00338-0683-04;00338-0691-04;00338-0695-04;00338-0703-41;00338-0703-48;00338-0704-34;00338-0705-41;00338-0705-48;00338-0709-48;00338-0803-04;00338-0807-04;00338-0811-04;00409-6635-01;00409-6651-06;00409-6653-05;00409-7074-26;00409-7075-14;00409-7075-26;00409-7077-14;00409-7077-26;00409-7107-09;00409-7109-09;00409-7111-09;00409-7115-09;00409-7116-09;00409-7901-09;00409-7902-03;00409-7902-09;00409-7903-09;00409-7904-09;00409-7905-09;00409-7993-09;00409-9257-39;63323-0965-05;63323-0965-10;63323-0965-20;63323-0967-30
Potassium Chloride Injection,Resolved Shortages,"May 15, 2024","Aug 31, 2021",00264-1940-20;00264-1944-20;00338-0669-04;00338-0703-48;00338-0705-41;00338-0705-48;00338-0709-48;00409-6635-01;00409-6651-06;00409-6653-05;00990-7074-26;00990-7075-14;00990-7075-26;00990-7077-14;00990-7077-26;14789-0107-05;14789-0108-05;14789-0108-10;14789-0109-10;63323-0965-05;63323-0965-10;63323-0965-20;63323-0967-30;65219-0004-01;65219-0006-01;65219-0008-51;65219-0010-01;65219-0012-01
Potassium Chloride Injection,Current Shortages,"Aug 06, 2025","Nov 03, 2024",00264-1944-20;00338-0703-41;00338-0703-48;00338-0705-41;00338-0705-48;00338-0709-48;00409-6635-01;00409-6651-06;00409-6653-05;00990-7074-26;00990-7075-14;00990-7075-26;00990-7077-14;00990-7077-26;14789-0107-05;14789-0108-05;14789-0108-10;14789-0109-10;63323-0965-05;63323-0965-10;63323-0965-20;63323-0967-30;65219-0004-01;65219-0006-01;65219-0008-51;65219-0010-01;65219-0012-01
Potassium Iodide and Iodine (Lugol's Solution or Strong Iodine Solution) 14 mL bottles,Resolved Shortages,"Dec 04, 2019","Sep 03, 2019",48433-0230-15
Potassium Iodide and Iodine (Lugol's Solution or Strong Iodine Solution) 14 mL bottles,Resolved Shortages,"Nov 25, 2024","Aug 25, 2023",10481-0111-08;48433-0230-15;59365-6064-01
Potassium Phosphate Injection,Resolved Shortages,"Sep 23, 2019","Mar 31, 2017",00409-7295-01;63323-0086-05;63323-0086-15;63323-0086-50;63323-0241-20
Potassium Phosphate Injection,Current Shortages,"Jun 26, 2025","Sep 01, 2021",00409-7295-01;00517-2051-25;00517-2102-25;00517-2505-25;46287-0024-10;65219-0052-29;65219-0054-29;65219-0056-29;70069-0746-25;70069-0747-25;70121-1722-09;80830-1691-02;80830-1692-02;80830-1693-03
Pramipexole Dihydrochloride Tablets,Resolved Shortages,"May 17, 2016","Jun 25, 2015",00378-1704-05;00378-1704-77;00378-1705-05;00378-1705-77;00378-1707-05;00378-1707-77;00378-1711-05;00378-1711-77;00378-1712-05;00378-1712-77;00378-1713-77;00597-0101-90;00597-0183-90;00597-0184-61;00597-0184-90;00597-0185-61;00597-0185-90;00597-0190-61;00597-0190-90;00597-0191-61;00597-0191-90;00781-5248-92;00781-5249-92;00781-5250-92;00781-5251-92;00781-5252-92;00781-5281-92;13668-0091-05;13668-0091-90;13668-0092-05;13668-0092-90;13668-0093-05;13668-0093-90;13668-0094-05;13668-0094-90;13668-0095-05;13668-0095-90;13668-0184-05;13668-0184-90;65862-0604-90;65862-0604-99;65862-0605-90;65862-0605-99;65862-0606-90;65862-0606-99;65862-0607-90;65862-0607-99;65862-0608-90;65862-0608-99;65862-0609-90;65862-0609-99;68382-0196-10;68382-0196-16;68382-0197-10;68382-0197-16;68382-0198-10;68382-0198-16;68382-0199-10;68382-0199-16;68382-0200-10;68382-0200-16;68462-0330-90;68462-0331-90;68462-0332-90;68462-0333-90;68462-0334-90
Prednisolone Acetate 1% Ophthalmic Suspension,Resolved Shortages,"Jan 24, 2025","Feb 21, 2019",11980-0180-05;11980-0180-10;11980-0180-15;60758-0119-05;60758-0119-10;60758-0119-15;61314-0637-05;61314-0637-10;61314-0637-15
Prednisolone Oral Solution,Resolved Shortages,"Aug 06, 2020","Dec 13, 2019",00121-0759-08;00121-0773-08;00121-0777-08;13925-0166-04;50383-0040-04;50383-0042-24;50383-0042-48
Prednisone Oral Tablets,Current Shortages,"Jul 27, 2025","May 15, 2019",00054-9817-25;00054-9817-29;00054-9828-25;00054-9828-31;00591-5052-01;00591-5052-10;00591-5052-21;00591-5052-43;00591-5442-01;00591-5442-05;00591-5442-10;00591-5442-21;00591-5442-43;00591-5443-01;00591-5443-05;00591-5443-10;00603-5335-21;00603-5335-32;00603-5336-21;00603-5337-15;00603-5337-21;00603-5337-31;00603-5337-32;00603-5338-15;00603-5338-21;00603-5338-28;00603-5338-31;00603-5338-32;00603-5339-21;00603-5339-28;00603-5339-32;59746-0171-06;59746-0171-10;59746-0172-06;59746-0172-10;59746-0173-06;59746-0173-10;59746-0175-06;59746-0175-09;62135-0470-18;62135-0470-90;62135-0471-18;62135-0471-90;62135-0553-30;62135-0553-90
Procainamide Hydrochloride Injection,Resolved Shortages,"Feb 14, 2017","Aug 01, 2016",00409-1902-01;00409-1903-01
Procainamide Hydrochloride Injection,Resolved Shortages,"Apr 25, 2018","May 02, 2017",00409-1902-01;00409-1903-01;14789-0900-02;14789-0900-10;76329-3399-05
Procainamide Hydrochloride Injection,Resolved Shortages,"Jan 15, 2019","Sep 12, 2018",00409-1902-01;00409-1903-01;14789-0900-02;14789-0900-10;76329-3399-05
Prochlorperazine Edisylate Injection,Resolved Shortages,"Aug 01, 2016","Oct 13, 2015",23155-0294-42
Prochlorperazine Maleate Tablets,Resolved Shortages,"Dec 12, 2022","Mar 22, 2019",00378-5105-01;00378-5110-01;51079-0541-20;51079-0542-20;59746-0113-06;59746-0115-06
Progesterone Capsules,Current Shortages,"Jun 12, 2025","Dec 05, 2023",65162-0807-10;65162-0808-10;72989-0372-30;72989-0373-30
Progesterone Injection,Resolved Shortages,"Nov 15, 2019","Jan 24, 2018",00143-9725-01;00591-3128-79;55150-0306-10;63323-0261-10
Progesterone Vaginal Insert,Resolved Shortages,"Sep 12, 2024","Mar 04, 2024",55566-6500-03
Promethazine Injection,Resolved Shortages,"Mar 01, 2018","Jun 01, 2015",00409-2312-31;00641-0928-25;00641-0929-25;00641-1495-35;00641-1496-35;00641-6082-25;00641-6083-25;00641-6084-25;00641-6085-25;00703-2191-04;00703-2201-04;39822-5525-03;39822-5550-06
Promethazine Injection,Resolved Shortages,"Jun 02, 2021","Aug 27, 2018",00641-0928-25;00641-0929-25;00641-1495-35;00641-1496-35;00641-6082-25;00641-6083-25;00641-6084-25;00641-6085-25;39822-5525-03;39822-5550-06
Promethazine Injection,Current Shortages,"Jun 24, 2025","Sep 29, 2022",00641-0928-25;00641-0929-25;00641-1495-35;00641-1496-35;00641-6082-25;00641-6083-25;00641-6084-25;00641-6085-25;39822-5525-03;39822-5550-06
"Promethazine, Phenylephrine, and Codeine Oral Solution",Discontinued Drugs,"Sep 24, 2024","Sep 24, 2024",00121-0925-16
Proparacaine Hydrochloride Ophthalmic Solution,Resolved Shortages,"Jul 17, 2019","Nov 06, 2018",00998-0016-15;17478-0263-12;24208-0730-06;61314-0016-01
Propofol Emulsion Injection,Current Shortages,"Aug 12, 2025","Apr 02, 2020",00069-0209-10;00069-0234-20;00069-0248-10;00409-4699-24;00409-4699-33;00409-6010-25;00641-6194-10;00641-6195-20;00641-6196-10;23155-0345-41;23155-0345-42;23155-0345-43;23155-0345-44;25021-0608-20;25021-0608-50;25021-0608-51;43598-0265-25;43598-0548-21;43598-0549-10;63323-0269-10;63323-0269-29;63323-0269-50;63323-0269-65;80830-1188-07;80830-2364-08;80830-2365-07;83634-0603-20;83634-0603-50;83634-0603-51
Propranolol Hydrochloride Injection,Current Shortages,"Jul 16, 2025","Apr 10, 2023",00143-9872-01;63323-0604-01
Propranolol Hydrochloride Oral Solution,Current Shortages,"Jul 16, 2025","Feb 25, 2025",00054-3727-63;00054-3730-63
Propranolol Hydrochloride Tablets,Resolved Shortages,"Sep 09, 2016","Jul 01, 2015",00378-0182-01;00378-0182-10;00378-0183-01;00378-0183-10;00378-0184-01;00378-0184-10;00378-0185-01;00378-0185-05;00378-0187-01;00591-5554-01;00591-5554-10;00591-5555-01;00591-5555-10;00591-5556-01;00591-5556-10;00591-5557-01;00591-5557-05;00904-0411-61;50111-0467-01;50111-0467-03;50111-0468-01;50111-0468-03;50111-0469-01;50111-0469-03;50111-0470-01;50111-0471-01;50111-0471-02;51079-0277-20;51079-0278-20;51079-0279-20
Propranolol Injection,Resolved Shortages,"Aug 01, 2016","Jun 08, 2015",00143-9872-01;00781-3777-95;63323-0604-01
Protamine Injection,Resolved Shortages,"Nov 19, 2018","Aug 15, 2018",63323-0229-05;63323-0229-30
Protamine Sulfate Injection,Resolved Shortages,"Sep 23, 2019","Aug 19, 2019",63323-0229-05;63323-0229-30
Protamine Sulfate Injection,Resolved Shortages,"Aug 01, 2022","Mar 02, 2021",63323-0229-05;63323-0229-30
Protamine Sulfate Injection,Resolved Shortages,"Dec 27, 2023","May 31, 2023",63323-0229-05;63323-0229-30
Prothrombin Complex Concentrate (Kcentra),Resolved Shortages,"Oct 04, 2018","Mar 02, 2018",63833-0386-02;63833-0387-02
Pyridostigmine Bromide Extended-Release Tablets,Current Shortages,"Aug 13, 2025","Feb 07, 2025",00187-3013-30;47781-0335-30;64980-0220-03
Pyridoxine Hydrochloride Injection,Resolved Shortages,"Jan 18, 2019","Aug 02, 2018",63323-0180-01
Pyridoxine Hydrochloride Injection,Resolved Shortages,"Jan 10, 2022","Jul 22, 2020",63323-0180-01
Pyridoxine Hydrochloride Injection,Current Shortages,"Aug 10, 2022","Aug 10, 2022",63323-0180-01
Quinapril Tablets,Current Shortages,"Jul 09, 2025","Jan 03, 2023",00071-0527-23;00071-0530-23;00071-0532-23;00071-0535-23;43547-0410-09;43547-0411-09;43547-0412-09;43547-0413-09;62135-0484-60;62135-0485-90;62135-0486-90;62135-0487-90;68180-0554-09;68180-0556-09;68180-0557-09;68180-0558-09
Quinidine Gluconate Injection,Discontinued Drugs,"Mar 04, 2020","Jan 11, 2019",00002-1407-01
Rabies Immune Globulin,Resolved Shortages,"Dec 18, 2019","Sep 11, 2019",13533-0318-01;13533-0318-05;13533-0318-10;13533-0318-50;13533-0618-02;13533-0618-10;13533-0618-11;13533-0618-20;49281-0190-10;49281-0190-20;76125-0150-02;76125-0150-10
Rabies Vaccine,Resolved Shortages,"Sep 28, 2017","Mar 03, 2017",49281-0250-51;58160-0964-12
Rabies Vaccine,Resolved Shortages,"Dec 20, 2019","Sep 16, 2019",49281-0250-51;58160-0964-12
Racepinephrine Inhalation Solution,Resolved Shortages,"Nov 04, 2022","Sep 09, 2022",00487-2784-01;00487-5901-99
Racepinephrine Inhalation Solution,Resolved Shortages,"Aug 04, 2023","Mar 10, 2023",00487-2784-01;00487-5901-99
Ranitidine Injection,Resolved Shortages,"Mar 21, 2017","Aug 28, 2015",24987-0362-10;24987-0363-01;24987-0364-01;68382-0422-02;68382-0423-06
Ranitidine Injection,Discontinued Drugs,"Apr 02, 2020","May 16, 2018",52565-0096-01;52565-0101-10;52565-0102-01;67457-0397-99;67457-0398-62;68382-0422-02;68382-0423-06;70710-1550-01
Recombinant Zoster Vaccine (Shingrix),Resolved Shortages,"Sep 02, 2020","May 17, 2018",58160-0819-12;58160-0823-11
Remifentanil Injection,Resolved Shortages,"Sep 09, 2019","Jan 02, 2018",63323-0723-03;63323-0724-05;63323-0725-10;67457-0198-03;67457-0198-05;67457-0198-10
Remifentanil Injection,Current Shortages,"Aug 18, 2025","Jun 22, 2022",00143-9391-10;00143-9392-10;00143-9393-10;63323-0723-03;63323-0724-05;63323-0725-10;72078-0034-01;72078-0035-02;72078-0036-05
Reserpine Oral Tablets,Discontinued Drugs,"Apr 15, 2016","Jun 11, 2015",00185-0032-01;00185-0032-10;00185-0134-01;00185-0134-10
Reteplase Injection,Resolved Shortages,"Jun 11, 2019","Aug 12, 2015",10122-0141-02;10122-0143-01
Rho(D) Immune Globulin (Human),Current Shortages,"Jun 30, 2025","Jan 10, 2024",00562-7805-01;00562-7805-05;00562-7805-25;13533-0631-02;13533-0631-11;44206-0300-01;44206-0300-10;49591-0300-51;49591-0310-51;49591-0330-51
Ribavirin Inhalation,Current Shortages,"Aug 15, 2025","May 23, 2023",00187-0007-14;42494-0423-01;68382-0395-04
Rifampin Capsules,Resolved Shortages,"Oct 28, 2022","Mar 14, 2022",42806-0799-60;42806-0801-30;61748-0015-30;61748-0018-01;61748-0018-30;61748-0018-60;68180-0658-06;68180-0659-06
Rifampin Injection,Resolved Shortages,"May 26, 2021","Feb 11, 2021",00068-0597-01;63323-0351-20;67457-0445-60
Rifampin Injection,Resolved Shortages,"May 02, 2023","Dec 28, 2021",00068-0597-01;63323-0351-20;67457-0445-60
Rifapentine Tablets,Resolved Shortages,"May 02, 2023","Nov 17, 2021",00088-2102-24
Rifapentine Tablets,Resolved Shortages,"Jul 25, 2025","Feb 25, 2025",00088-2102-24
Rifaximin Tablets,Resolved Shortages,"Jul 31, 2023","Aug 24, 2022",65649-0301-03;65649-0303-02;65649-0303-03
Rifaximin Tablets,Current Shortages,"Jun 18, 2025","Apr 11, 2024",65649-0301-03;65649-0303-02;65649-0303-03
RimabotulintoxinB Intramuscular Injection,Resolved Shortages,"Nov 01, 2019","Jan 31, 2019",10454-0710-10;10454-0711-10;10454-0712-10
Ritonavir Oral Solution,Discontinued Drugs,"Feb 13, 2023","Feb 13, 2023",00074-1940-63
Rivaroxaban Oral Suspension,Resolved Shortages,"Aug 02, 2023","Jun 14, 2023",50458-0575-01
Rocuronium Bromide Injection,Resolved Shortages,"May 26, 2016","Jun 02, 2015",00409-9558-05;00409-9558-10;00781-3220-92;00781-3220-95;25021-0662-05;25021-0662-10;39822-4200-02;39822-4200-06;63323-0426-05;63323-0426-10;67457-0228-05;67457-0228-10
Rocuronium Injection,Current Shortages,"Aug 19, 2025","Feb 09, 2017",00143-9250-10;00143-9251-10;00409-3189-10;00409-7037-10;00781-3220-92;00781-3220-95;25021-0687-05;25021-0687-10;39822-4200-02;39822-4200-06;43066-0007-10;43066-0013-10;55150-0225-05;55150-0226-10;63323-0426-05;63323-0426-10;65145-0130-10;65145-0131-10;65219-0065-05;66794-0228-41;66794-0229-41;67457-0228-05;67457-0228-10;71288-0700-06;71288-0718-11
Ropivacaine Injection,Current Shortages,"Jun 10, 2025","Jan 27, 2018",00143-9263-10;25021-0652-82;25021-0652-87;25021-0671-82;25021-0671-87;43066-0015-10;43066-0019-10;43066-0023-10;43066-0027-10;43066-0152-10;43066-0154-10;55150-0195-20;55150-0196-99;55150-0197-20;55150-0198-30;55150-0199-20;55150-0200-10;55150-0201-20;63323-0285-13;63323-0285-23;63323-0285-64;63323-0285-65;63323-0286-00;63323-0286-23;63323-0286-35;63323-0286-63;63323-0287-20;63323-0287-21;63323-0288-11;63323-0288-21;67457-0798-99;67457-0799-99;70069-0061-10;70069-0061-25;70069-0062-10;70069-0062-25;70069-0063-25;70069-0064-01;70069-0064-10;70069-0064-25;70069-0067-10;70069-0067-25;70121-1732-09;70121-1733-09;70121-1734-03
Rosuvastatin Calcium Tablets,Resolved Shortages,"Aug 21, 2019","Sep 19, 2018",00310-0751-39;00310-0751-90;00310-0752-90;00310-0755-90;00310-0784-30;00781-5400-92;00781-5401-92;00781-5402-92;00781-5403-31;13668-0179-30;13668-0179-90;13668-0180-30;13668-0180-90;13668-0181-30;13668-0181-90;13668-0182-30;16729-0284-15;16729-0284-17;16729-0285-15;16729-0285-17;16729-0286-15;16729-0286-17;16729-0287-10;16729-0287-15;16729-0287-17;31722-0882-90;31722-0883-90;31722-0884-90;31722-0885-30;42292-0029-20;42292-0030-20;47335-0582-81;47335-0583-81;47335-0584-81;47335-0585-83;57237-0168-05;57237-0168-90;57237-0169-90;57237-0169-99;57237-0170-90;57237-0170-99;57237-0171-05;57237-0171-30;57237-0171-90;60505-4502-09;60505-4503-09;60505-4504-09;60505-4505-03;68462-0261-90;68462-0262-90;68462-0263-90;68462-0264-30;70377-0006-12;70377-0007-12;70377-0008-12;70377-0009-11;70377-0009-12;72205-0002-90;72205-0002-99;72205-0003-90;72205-0003-99;72205-0004-90;72205-0004-99;72205-0005-30;72205-0005-90;72205-0005-99
Scopolamine Transdermal System,Resolved Shortages,"May 08, 2018","Aug 31, 2016",10019-0553-03;10019-0553-04;66758-0208-54
Scopolamine Transdermal System,Resolved Shortages,"Nov 20, 2019","Jul 17, 2018",10019-0553-03;10019-0553-04;45802-0580-46;45802-0580-62;45802-0580-84;66758-0208-54
Scopolamine Transdermal System,Current Shortages,"Jul 21, 2025","Jun 09, 2025",00378-6470-44;00378-6470-97;00378-6470-99;00591-2258-04;00591-2258-23;00591-2258-79;10019-0553-03;10019-0553-04;42858-0150-14;42858-0150-40;42858-0150-70;45802-0580-46;45802-0580-62;45802-0580-84;50742-0505-04;50742-0505-10;50742-0505-24;70710-1846-02;70710-1846-04;70710-1846-07
Secobarbital Capsules,Discontinued Drugs,"Feb 16, 2022","Jan 14, 2019",00187-4220-10
Secretin Injection,Resolved Shortages,"May 26, 2016","May 28, 2015",67066-0005-01
Selenium Injection (as Selenious Acid),Resolved Shortages,"Jul 09, 2019","Apr 30, 2017",00517-6560-25
Semaglutide Injection,Resolved Shortages,"Mar 05, 2025","Mar 11, 2022",00169-4130-13;00169-4132-12;00169-4181-13;00169-4501-14;00169-4505-14;00169-4517-14;00169-4524-14;00169-4525-14;00169-4772-12
Sertraline Hydrochloride Oral Solution,Resolved Shortages,"Jun 07, 2021","Jun 04, 2020",00049-0050-01;59762-0067-01
Sertraline Oral Tablets,Resolved Shortages,"Mar 21, 2022","May 18, 2020",00049-4900-30;00049-4900-41;00049-4910-30;00049-4910-41;00049-4960-30;16729-0215-10;16729-0215-15;16729-0215-16;16729-0216-15;16729-0216-16;16729-0217-15;16729-0217-16;59762-5160-01;59762-5160-02;59762-5160-03;59762-6347-01;59762-6443-01;59762-6443-02;59762-6443-03;68180-0351-03;68180-0351-06;68180-0351-09;68180-0352-02;68180-0352-05;68180-0352-06;68180-0352-09;68180-0353-02;68180-0353-05;68180-0353-06;68180-0353-09;69097-0833-02;69097-0833-05;69097-0833-12;69097-0834-02;69097-0834-12;69097-0835-02;69097-0835-12;76282-0212-01;76282-0212-05;76282-0212-18;76282-0212-30;76282-0212-60;76282-0212-90;76282-0213-01;76282-0213-05;76282-0213-18;76282-0213-30;76282-0213-60;76282-0213-90;76282-0214-01;76282-0214-05;76282-0214-18;76282-0214-30;76282-0214-60;76282-0214-90
Silver Nitrate Solution,Resolved Shortages,"Dec 04, 2024","Sep 12, 2024",00093-9614-13;64950-0378-96
Simethicone Oral Liquid,Resolved Shortages,"Jun 11, 2021","Feb 03, 2020",00043-6243-01;00113-0882-10;00536-1303-75;00904-5894-30;57896-0798-01
Sincalide Injection,Resolved Shortages,"May 26, 2016","May 28, 2015",00270-0556-15
